Macrotrends Data Download

Sugar Prices - 37 Year Historical Chart

Disclaimer and Terms of Use: Historical data is provided "as is" and solely
for informational purposes - not for trading purposes or advice.
Neither MacroTrends LLC nor any of our information providers will be liable
for any damages relating to your use of the data provided.

ATTRIBUTION: Proper attribution requires clear indication of the data source as "www.macrotrends.net".
A "dofollow" backlink to the originating page is also required if the data is displayed on a web page.


date, value
1989-06-23,0.1391
1989-06-26,0.1369
1989-06-27,0.1394
1989-06-28,0.1398
1989-06-29,0.1411
1989-06-30,0.1454
1989-07-03,0.1461
1989-07-05,0.1383
1989-07-06,0.1370
1989-07-07,0.1343
1989-07-10,0.1320
1989-07-11,0.1300
1989-07-12,0.1272
1989-07-13,0.1354
1989-07-14,0.1402
1989-07-17,0.1390
1989-07-18,0.1423
1989-07-19,0.1458
1989-07-20,0.1429
1989-07-21,0.1439
1989-07-24,0.1412
1989-07-25,0.1416
1989-07-26,0.1471
1989-07-27,0.1452
1989-07-28,0.1459
1989-07-31,0.1466
1989-08-01,0.1445
1989-08-02,0.1451
1989-08-03,0.1469
1989-08-04,0.1440
1989-08-07,0.1410
1989-08-08,0.1397
1989-08-09,0.1424
1989-08-10,0.1410
1989-08-11,0.1446
1989-08-14,0.1406
1989-08-15,0.1369
1989-08-16,0.1374
1989-08-17,0.1381
1989-08-18,0.1356
1989-08-21,0.1349
1989-08-22,0.1405
1989-08-23,0.1420
1989-08-24,0.1410
1989-08-25,0.1399
1989-08-28,0.1329
1989-08-29,0.1326
1989-08-30,0.1338
1989-08-31,0.1351
1989-09-01,0.1342
1989-09-05,0.1346
1989-09-06,0.1340
1989-09-07,0.1362
1989-09-08,0.1357
1989-09-11,0.1355
1989-09-12,0.1407
1989-09-13,0.1413
1989-09-14,0.1382
1989-09-15,0.1401
1989-09-18,0.1442
1989-09-19,0.1437
1989-09-20,0.1441
1989-09-21,0.1449
1989-09-22,0.1471
1989-09-25,0.1488
1989-09-26,0.1469
1989-09-27,0.1480
1989-09-28,0.1477
1989-09-29,0.1457
1989-10-02,0.1456
1989-10-03,0.1449
1989-10-04,0.1481
1989-10-05,0.1466
1989-10-06,0.1421
1989-10-09,0.1432
1989-10-10,0.1426
1989-10-11,0.1426
1989-10-12,0.1422
1989-10-13,0.1461
1989-10-16,0.1452
1989-10-17,0.1459
1989-10-18,0.1460
1989-10-19,0.1458
1989-10-20,0.1449
1989-10-23,0.1417
1989-10-24,0.1414
1989-10-25,0.1429
1989-10-26,0.1427
1989-10-27,0.1422
1989-10-30,0.1442
1989-10-31,0.1429
1989-11-01,0.1471
1989-11-02,0.1486
1989-11-03,0.1480
1989-11-06,0.1471
1989-11-07,0.1510
1989-11-08,0.1512
1989-11-09,0.1526
1989-11-10,0.1538
1989-11-13,0.1514
1989-11-14,0.1545
1989-11-15,0.1540
1989-11-16,0.1523
1989-11-17,0.1549
1989-11-20,0.1539
1989-11-21,0.1519
1989-11-22,0.1507
1989-11-24,0.1507
1989-11-27,0.1485
1989-11-28,0.1486
1989-11-29,0.1411
1989-11-30,0.1425
1989-12-01,0.1493
1989-12-04,0.1358
1989-12-05,0.1365
1989-12-06,0.1395
1989-12-07,0.1376
1989-12-08,0.1383
1989-12-11,0.1368
1989-12-12,0.1381
1989-12-13,0.1384
1989-12-14,0.1386
1989-12-15,0.1379
1989-12-18,0.1363
1989-12-19,0.1371
1989-12-20,0.1312
1989-12-21,0.1283
1989-12-22,0.1298
1989-12-26,0.1279
1989-12-27,0.1305
1989-12-28,0.1328
1989-12-29,0.1314
1990-01-02,0.1315
1990-01-03,0.1385
1990-01-04,0.1402
1990-01-05,0.1410
1990-01-08,0.1410
1990-01-09,0.1426
1990-01-10,0.1451
1990-01-11,0.1442
1990-01-12,0.1445
1990-01-15,0.1458
1990-01-16,0.1455
1990-01-17,0.1430
1990-01-18,0.1425
1990-01-19,0.1420
1990-01-22,0.1449
1990-01-23,0.1470
1990-01-24,0.1470
1990-01-25,0.1509
1990-01-26,0.1479
1990-01-29,0.1471
1990-01-30,0.1458
1990-01-31,0.1455
1990-02-01,0.1475
1990-02-02,0.1469
1990-02-05,0.1474
1990-02-06,0.1462
1990-02-07,0.1461
1990-02-08,0.1477
1990-02-09,0.1514
1990-02-12,0.1505
1990-02-13,0.1453
1990-02-14,0.1462
1990-02-15,0.1461
1990-02-16,0.1469
1990-02-20,0.1449
1990-02-21,0.1457
1990-02-22,0.1479
1990-02-23,0.1457
1990-02-26,0.1441
1990-02-27,0.1417
1990-02-28,0.1433
1990-03-01,0.1414
1990-03-02,0.1437
1990-03-05,0.1479
1990-03-06,0.1484
1990-03-07,0.1498
1990-03-08,0.1532
1990-03-09,0.1558
1990-03-12,0.1548
1990-03-13,0.1560
1990-03-14,0.1551
1990-03-15,0.1583
1990-03-16,0.1625
1990-03-19,0.1585
1990-03-20,0.1577
1990-03-21,0.1581
1990-03-22,0.1553
1990-03-23,0.1547
1990-03-26,0.1546
1990-03-27,0.1523
1990-03-28,0.1548
1990-03-29,0.1554
1990-03-30,0.1572
1990-04-02,0.1521
1990-04-03,0.1518
1990-04-04,0.1506
1990-04-05,0.1500
1990-04-06,0.1503
1990-04-09,0.1529
1990-04-10,0.1524
1990-04-11,0.1523
1990-04-12,0.1531
1990-04-16,0.1487
1990-04-17,0.1486
1990-04-18,0.1530
1990-04-19,0.1511
1990-04-20,0.1515
1990-04-23,0.1522
1990-04-24,0.1533
1990-04-25,0.1572
1990-04-26,0.1566
1990-04-27,0.1566
1990-04-30,0.1587
1990-05-01,0.1597
1990-05-02,0.1581
1990-05-03,0.1562
1990-05-04,0.1449
1990-05-07,0.1466
1990-05-08,0.1465
1990-05-09,0.1461
1990-05-10,0.1458
1990-05-11,0.1481
1990-05-14,0.1477
1990-05-15,0.1449
1990-05-16,0.1457
1990-05-17,0.1434
1990-05-18,0.1429
1990-05-21,0.1438
1990-05-22,0.1446
1990-05-23,0.1444
1990-05-24,0.1458
1990-05-25,0.1465
1990-05-29,0.1409
1990-05-30,0.1372
1990-05-31,0.1369
1990-06-01,0.1327
1990-06-04,0.1347
1990-06-05,0.1356
1990-06-06,0.1355
1990-06-07,0.1355
1990-06-08,0.1354
1990-06-11,0.1360
1990-06-12,0.1328
1990-06-13,0.1318
1990-06-14,0.1236
1990-06-15,0.1286
1990-06-18,0.1264
1990-06-19,0.1272
1990-06-20,0.1283
1990-06-21,0.1253
1990-06-22,0.1256
1990-06-25,0.1257
1990-06-26,0.1249
1990-06-27,0.1267
1990-06-28,0.1271
1990-06-29,0.1276
1990-07-02,0.1332
1990-07-03,0.1343
1990-07-05,0.1319
1990-07-06,0.1281
1990-07-09,0.1199
1990-07-10,0.1216
1990-07-11,0.1203
1990-07-12,0.1214
1990-07-13,0.1325
1990-07-16,0.1184
1990-07-17,0.1124
1990-07-18,0.1106
1990-07-19,0.1148
1990-07-20,0.1166
1990-07-23,0.1123
1990-07-24,0.1140
1990-07-25,0.1151
1990-07-26,0.1150
1990-07-27,0.1145
1990-07-30,0.1131
1990-07-31,0.1123
1990-08-01,0.1056
1990-08-02,0.1051
1990-08-03,0.0989
1990-08-06,0.1050
1990-08-07,0.1056
1990-08-08,0.1045
1990-08-09,0.1062
1990-08-10,0.1052
1990-08-13,0.1052
1990-08-14,0.1097
1990-08-15,0.1100
1990-08-16,0.1115
1990-08-17,0.1147
1990-08-20,0.1136
1990-08-21,0.1120
1990-08-22,0.1105
1990-08-23,0.1146
1990-08-24,0.1161
1990-08-27,0.1152
1990-08-28,0.1152
1990-08-29,0.1103
1990-08-30,0.1089
1990-08-31,0.1047
1990-09-04,0.1065
1990-09-05,0.1086
1990-09-06,0.1125
1990-09-07,0.1115
1990-09-10,0.1110
1990-09-11,0.1146
1990-09-12,0.1106
1990-09-13,0.1094
1990-09-14,0.1112
1990-09-17,0.1123
1990-09-18,0.1088
1990-09-19,0.1101
1990-09-20,0.1121
1990-09-21,0.1093
1990-09-24,0.1116
1990-09-25,0.1115
1990-09-26,0.1092
1990-09-27,0.1072
1990-09-28,0.1013
1990-10-01,0.1016
1990-10-02,0.1027
1990-10-03,0.0991
1990-10-04,0.0987
1990-10-05,0.0997
1990-10-08,0.1025
1990-10-09,0.0990
1990-10-10,0.1006
1990-10-11,0.0983
1990-10-12,0.0967
1990-10-15,0.0924
1990-10-16,0.0925
1990-10-17,0.0954
1990-10-18,0.0973
1990-10-19,0.0965
1990-10-22,0.1002
1990-10-23,0.0978
1990-10-24,0.0995
1990-10-25,0.0966
1990-10-26,0.0939
1990-10-29,0.0942
1990-10-30,0.0949
1990-10-31,0.0955
1990-11-01,0.0980
1990-11-02,0.0976
1990-11-05,0.0968
1990-11-06,0.0992
1990-11-07,0.0972
1990-11-08,0.0993
1990-11-09,0.1019
1990-11-12,0.1028
1990-11-13,0.1035
1990-11-14,0.1033
1990-11-15,0.1016
1990-11-16,0.1028
1990-11-19,0.0986
1990-11-20,0.0984
1990-11-21,0.0998
1990-11-23,0.0998
1990-11-26,0.1015
1990-11-27,0.1002
1990-11-28,0.0999
1990-11-29,0.1003
1990-11-30,0.0972
1990-12-03,0.0981
1990-12-04,0.0975
1990-12-05,0.0991
1990-12-06,0.0961
1990-12-07,0.0967
1990-12-10,0.0971
1990-12-11,0.0989
1990-12-12,0.0981
1990-12-13,0.0970
1990-12-14,0.0968
1990-12-17,0.0969
1990-12-18,0.0972
1990-12-19,0.0969
1990-12-20,0.0958
1990-12-21,0.0966
1990-12-24,0.0966
1990-12-26,0.0986
1990-12-27,0.0978
1990-12-28,0.0942
1990-12-31,0.0942
1991-01-02,0.0898
1991-01-03,0.0897
1991-01-04,0.0897
1991-01-07,0.0926
1991-01-08,0.0903
1991-01-09,0.0903
1991-01-10,0.0898
1991-01-11,0.0906
1991-01-14,0.0887
1991-01-15,0.0905
1991-01-16,0.0889
1991-01-17,0.0886
1991-01-18,0.0890
1991-01-21,0.0875
1991-01-22,0.0879
1991-01-23,0.0883
1991-01-24,0.0879
1991-01-25,0.0884
1991-01-28,0.0877
1991-01-29,0.0866
1991-01-30,0.0856
1991-01-31,0.0867
1991-02-01,0.0886
1991-02-04,0.0896
1991-02-05,0.0882
1991-02-06,0.0851
1991-02-07,0.0852
1991-02-08,0.0848
1991-02-11,0.0813
1991-02-12,0.0818
1991-02-13,0.0821
1991-02-14,0.0849
1991-02-15,0.0836
1991-02-19,0.0870
1991-02-20,0.0856
1991-02-21,0.0856
1991-02-22,0.0819
1991-02-25,0.0832
1991-02-26,0.0875
1991-02-27,0.0916
1991-02-28,0.0902
1991-03-01,0.0922
1991-03-04,0.0933
1991-03-05,0.0956
1991-03-06,0.0948
1991-03-07,0.0965
1991-03-08,0.0958
1991-03-11,0.0926
1991-03-12,0.0922
1991-03-13,0.0911
1991-03-14,0.0927
1991-03-15,0.0907
1991-03-18,0.0923
1991-03-19,0.0918
1991-03-20,0.0903
1991-03-21,0.0889
1991-03-22,0.0905
1991-03-25,0.0911
1991-03-26,0.0920
1991-03-27,0.0912
1991-03-28,0.0889
1991-04-01,0.0900
1991-04-02,0.0908
1991-04-03,0.0903
1991-04-04,0.0910
1991-04-05,0.0895
1991-04-08,0.0921
1991-04-09,0.0918
1991-04-10,0.0906
1991-04-11,0.0895
1991-04-12,0.0871
1991-04-15,0.0866
1991-04-16,0.0861
1991-04-17,0.0857
1991-04-18,0.0807
1991-04-19,0.0794
1991-04-22,0.0810
1991-04-23,0.0789
1991-04-24,0.0817
1991-04-25,0.0817
1991-04-26,0.0830
1991-04-29,0.0775
1991-04-30,0.0758
1991-05-01,0.0806
1991-05-02,0.0794
1991-05-03,0.0793
1991-05-06,0.0759
1991-05-07,0.0761
1991-05-08,0.0762
1991-05-09,0.0782
1991-05-10,0.0764
1991-05-13,0.0778
1991-05-14,0.0764
1991-05-15,0.0785
1991-05-16,0.0786
1991-05-17,0.0779
1991-05-20,0.0803
1991-05-21,0.0799
1991-05-22,0.0800
1991-05-23,0.0787
1991-05-24,0.0808
1991-05-28,0.0810
1991-05-29,0.0802
1991-05-30,0.0807
1991-05-31,0.0804
1991-06-03,0.0844
1991-06-04,0.0865
1991-06-05,0.0856
1991-06-06,0.0877
1991-06-07,0.0885
1991-06-10,0.0887
1991-06-11,0.0881
1991-06-12,0.0885
1991-06-13,0.0917
1991-06-14,0.0941
1991-06-17,0.0960
1991-06-18,0.0988
1991-06-19,0.1000
1991-06-20,0.0989
1991-06-21,0.0986
1991-06-24,0.0982
1991-06-25,0.0992
1991-06-26,0.1004
1991-06-27,0.1019
1991-06-28,0.0975
1991-07-01,0.0997
1991-07-02,0.0978
1991-07-03,0.0998
1991-07-05,0.0998
1991-07-08,0.1068
1991-07-09,0.1063
1991-07-10,0.1031
1991-07-11,0.1029
1991-07-12,0.1057
1991-07-15,0.0912
1991-07-16,0.1001
1991-07-17,0.0989
1991-07-18,0.1072
1991-07-19,0.1054
1991-07-22,0.1025
1991-07-23,0.1026
1991-07-24,0.1027
1991-07-25,0.0985
1991-07-26,0.1017
1991-07-29,0.1022
1991-07-30,0.1029
1991-07-31,0.1054
1991-08-01,0.1047
1991-08-02,0.1027
1991-08-05,0.1044
1991-08-06,0.1021
1991-08-07,0.1004
1991-08-08,0.0985
1991-08-09,0.0963
1991-08-12,0.0898
1991-08-13,0.0909
1991-08-14,0.0913
1991-08-15,0.0903
1991-08-16,0.0894
1991-08-19,0.0872
1991-08-20,0.0855
1991-08-21,0.0918
1991-08-22,0.0928
1991-08-23,0.0919
1991-08-26,0.0941
1991-08-27,0.0953
1991-08-28,0.0940
1991-08-29,0.0918
1991-08-30,0.0933
1991-09-03,0.0925
1991-09-04,0.0924
1991-09-05,0.0935
1991-09-06,0.0965
1991-09-09,0.0940
1991-09-10,0.0944
1991-09-11,0.0936
1991-09-12,0.0928
1991-09-13,0.0926
1991-09-16,0.0896
1991-09-17,0.0924
1991-09-18,0.0938
1991-09-19,0.0928
1991-09-20,0.0932
1991-09-23,0.0931
1991-09-24,0.0967
1991-09-25,0.0953
1991-09-26,0.0967
1991-09-27,0.0967
1991-09-30,0.0946
1991-10-01,0.0936
1991-10-02,0.0932
1991-10-03,0.0899
1991-10-04,0.0904
1991-10-07,0.0909
1991-10-08,0.0905
1991-10-09,0.0905
1991-10-10,0.0903
1991-10-11,0.0889
1991-10-14,0.0897
1991-10-15,0.0903
1991-10-16,0.0916
1991-10-17,0.0925
1991-10-18,0.0906
1991-10-21,0.0899
1991-10-22,0.0927
1991-10-23,0.0917
1991-10-24,0.0899
1991-10-25,0.0897
1991-10-28,0.0913
1991-10-29,0.0917
1991-10-30,0.0921
1991-10-31,0.0917
1991-11-01,0.0913
1991-11-04,0.0919
1991-11-05,0.0907
1991-11-06,0.0879
1991-11-07,0.0889
1991-11-08,0.0888
1991-11-11,0.0884
1991-11-12,0.0876
1991-11-13,0.0845
1991-11-14,0.0848
1991-11-15,0.0846
1991-11-18,0.0844
1991-11-19,0.0843
1991-11-20,0.0847
1991-11-21,0.0862
1991-11-22,0.0879
1991-11-25,0.0912
1991-11-26,0.0905
1991-11-27,0.0911
1991-11-29,0.0911
1991-12-02,0.0912
1991-12-03,0.0938
1991-12-04,0.0934
1991-12-05,0.0925
1991-12-06,0.0904
1991-12-09,0.0922
1991-12-10,0.0910
1991-12-11,0.0889
1991-12-12,0.0875
1991-12-13,0.0877
1991-12-16,0.0900
1991-12-17,0.0885
1991-12-18,0.0880
1991-12-19,0.0886
1991-12-20,0.0902
1991-12-23,0.0906
1991-12-24,0.0902
1991-12-26,0.0894
1991-12-27,0.0905
1991-12-30,0.0903
1991-12-31,0.0904
1992-01-02,0.0874
1992-01-03,0.0852
1992-01-06,0.0866
1992-01-07,0.0845
1992-01-08,0.0851
1992-01-09,0.0842
1992-01-10,0.0843
1992-01-13,0.0844
1992-01-14,0.0836
1992-01-15,0.0828
1992-01-16,0.0831
1992-01-17,0.0851
1992-01-20,0.0837
1992-01-21,0.0840
1992-01-22,0.0854
1992-01-23,0.0859
1992-01-24,0.0863
1992-01-27,0.0853
1992-01-28,0.0824
1992-01-29,0.0823
1992-01-30,0.0826
1992-01-31,0.0800
1992-02-03,0.0799
1992-02-04,0.0801
1992-02-05,0.0812
1992-02-06,0.0809
1992-02-07,0.0811
1992-02-10,0.0806
1992-02-11,0.0789
1992-02-12,0.0785
1992-02-13,0.0788
1992-02-14,0.0790
1992-02-18,0.0848
1992-02-19,0.0837
1992-02-20,0.0838
1992-02-21,0.0806
1992-02-24,0.0805
1992-02-25,0.0803
1992-02-26,0.0797
1992-02-27,0.0795
1992-02-28,0.0799
1992-03-02,0.0794
1992-03-03,0.0818
1992-03-04,0.0812
1992-03-05,0.0799
1992-03-06,0.0803
1992-03-09,0.0817
1992-03-10,0.0830
1992-03-11,0.0824
1992-03-12,0.0821
1992-03-13,0.0817
1992-03-16,0.0824
1992-03-17,0.0815
1992-03-18,0.0830
1992-03-19,0.0831
1992-03-20,0.0837
1992-03-23,0.0817
1992-03-24,0.0822
1992-03-25,0.0825
1992-03-26,0.0815
1992-03-27,0.0825
1992-03-30,0.0852
1992-03-31,0.0852
1992-04-01,0.0864
1992-04-02,0.0894
1992-04-03,0.0910
1992-04-06,0.0894
1992-04-07,0.0967
1992-04-08,0.0987
1992-04-09,0.0963
1992-04-10,0.0946
1992-04-13,0.0973
1992-04-14,0.0942
1992-04-15,0.0942
1992-04-16,0.0960
1992-04-20,0.0945
1992-04-21,0.0946
1992-04-22,0.0956
1992-04-23,0.1025
1992-04-24,0.0990
1992-04-27,0.0980
1992-04-28,0.0980
1992-04-29,0.0985
1992-04-30,0.0965
1992-05-01,0.0942
1992-05-04,0.0954
1992-05-05,0.0967
1992-05-06,0.0950
1992-05-07,0.0968
1992-05-08,0.0966
1992-05-11,0.0966
1992-05-12,0.0971
1992-05-13,0.0969
1992-05-14,0.0964
1992-05-15,0.0966
1992-05-18,0.0920
1992-05-19,0.0938
1992-05-20,0.0946
1992-05-21,0.0939
1992-05-22,0.0947
1992-05-26,0.0955
1992-05-27,0.0997
1992-05-28,0.0996
1992-05-29,0.1003
1992-06-01,0.0974
1992-06-02,0.0991
1992-06-03,0.1010
1992-06-04,0.1039
1992-06-05,0.1034
1992-06-08,0.1027
1992-06-09,0.1009
1992-06-10,0.1029
1992-06-11,0.1025
1992-06-12,0.1025
1992-06-15,0.1061
1992-06-16,0.1067
1992-06-17,0.1116
1992-06-18,0.1087
1992-06-19,0.1083
1992-06-22,0.1089
1992-06-23,0.1097
1992-06-24,0.1076
1992-06-25,0.1106
1992-06-26,0.1085
1992-06-29,0.1087
1992-06-30,0.1031
1992-07-01,0.0991
1992-07-02,0.1001
1992-07-06,0.0999
1992-07-07,0.1009
1992-07-08,0.1010
1992-07-09,0.1004
1992-07-10,0.0998
1992-07-13,0.1019
1992-07-14,0.1023
1992-07-15,0.1029
1992-07-16,0.1067
1992-07-17,0.1086
1992-07-20,0.1054
1992-07-21,0.1075
1992-07-22,0.1071
1992-07-23,0.1057
1992-07-24,0.1056
1992-07-27,0.1050
1992-07-28,0.1062
1992-07-29,0.1007
1992-07-30,0.0992
1992-07-31,0.0998
1992-08-03,0.1002
1992-08-04,0.0994
1992-08-05,0.1006
1992-08-06,0.1008
1992-08-07,0.1005
1992-08-10,0.1009
1992-08-11,0.1021
1992-08-12,0.1027
1992-08-13,0.0981
1992-08-14,0.0997
1992-08-17,0.0998
1992-08-18,0.0990
1992-08-19,0.0949
1992-08-20,0.0950
1992-08-21,0.0923
1992-08-24,0.0940
1992-08-25,0.0942
1992-08-26,0.0924
1992-08-27,0.0951
1992-08-28,0.0951
1992-08-31,0.0960
1992-09-01,0.0921
1992-09-02,0.0932
1992-09-03,0.0937
1992-09-04,0.0948
1992-09-08,0.0953
1992-09-09,0.0967
1992-09-10,0.0989
1992-09-11,0.1001
1992-09-14,0.0968
1992-09-15,0.0970
1992-09-16,0.0944
1992-09-17,0.0929
1992-09-18,0.0931
1992-09-21,0.0897
1992-09-22,0.0889
1992-09-23,0.0889
1992-09-24,0.0889
1992-09-25,0.0891
1992-09-28,0.0886
1992-09-29,0.0886
1992-09-30,0.0868
1992-10-01,0.0861
1992-10-02,0.0871
1992-10-05,0.0855
1992-10-06,0.0847
1992-10-07,0.0849
1992-10-08,0.0867
1992-10-09,0.0861
1992-10-12,0.0857
1992-10-13,0.0863
1992-10-14,0.0888
1992-10-15,0.0883
1992-10-16,0.0881
1992-10-19,0.0875
1992-10-20,0.0876
1992-10-21,0.0879
1992-10-22,0.0873
1992-10-23,0.0856
1992-10-26,0.0851
1992-10-27,0.0850
1992-10-28,0.0865
1992-10-29,0.0864
1992-10-30,0.0869
1992-11-02,0.0884
1992-11-03,0.0881
1992-11-04,0.0871
1992-11-05,0.0858
1992-11-06,0.0861
1992-11-09,0.0871
1992-11-10,0.0861
1992-11-11,0.0855
1992-11-12,0.0861
1992-11-13,0.0862
1992-11-16,0.0850
1992-11-17,0.0855
1992-11-18,0.0854
1992-11-19,0.0856
1992-11-20,0.0847
1992-11-23,0.0824
1992-11-24,0.0827
1992-11-25,0.0829
1992-11-27,0.0829
1992-11-30,0.0828
1992-12-01,0.0832
1992-12-02,0.0838
1992-12-03,0.0840
1992-12-04,0.0825
1992-12-07,0.0817
1992-12-08,0.0808
1992-12-09,0.0813
1992-12-10,0.0810
1992-12-11,0.0811
1992-12-14,0.0817
1992-12-15,0.0801
1992-12-16,0.0805
1992-12-17,0.0816
1992-12-18,0.0814
1992-12-21,0.0801
1992-12-22,0.0802
1992-12-23,0.0802
1992-12-24,0.0805
1992-12-28,0.0808
1992-12-29,0.0821
1992-12-30,0.0820
1992-12-31,0.0823
1993-01-04,0.0816
1993-01-05,0.0796
1993-01-06,0.0802
1993-01-07,0.0801
1993-01-08,0.0826
1993-01-11,0.0844
1993-01-12,0.0840
1993-01-13,0.0832
1993-01-14,0.0841
1993-01-15,0.0832
1993-01-18,0.0822
1993-01-19,0.0829
1993-01-20,0.0835
1993-01-21,0.0832
1993-01-22,0.0828
1993-01-25,0.0829
1993-01-26,0.0841
1993-01-27,0.0844
1993-01-28,0.0829
1993-01-29,0.0816
1993-02-01,0.0809
1993-02-02,0.0786
1993-02-03,0.0796
1993-02-04,0.0803
1993-02-05,0.0791
1993-02-08,0.0785
1993-02-09,0.0798
1993-02-10,0.0840
1993-02-11,0.0837
1993-02-12,0.0836
1993-02-16,0.0884
1993-02-17,0.0909
1993-02-18,0.0905
1993-02-19,0.0887
1993-02-22,0.0906
1993-02-23,0.0946
1993-02-24,0.0948
1993-02-25,0.0946
1993-02-26,0.0946
1993-03-01,0.0958
1993-03-02,0.0990
1993-03-03,0.0981
1993-03-04,0.0983
1993-03-05,0.0971
1993-03-08,0.0967
1993-03-09,0.0960
1993-03-10,0.0961
1993-03-11,0.0993
1993-03-12,0.1017
1993-03-15,0.1127
1993-03-16,0.1079
1993-03-17,0.1076
1993-03-18,0.1114
1993-03-19,0.1203
1993-03-22,0.1183
1993-03-23,0.1172
1993-03-24,0.1144
1993-03-25,0.1147
1993-03-26,0.1157
1993-03-29,0.1174
1993-03-30,0.1188
1993-03-31,0.1175
1993-04-01,0.1171
1993-04-02,0.1186
1993-04-05,0.1184
1993-04-06,0.1138
1993-04-07,0.1073
1993-04-08,0.1081
1993-04-12,0.1051
1993-04-13,0.1061
1993-04-14,0.1032
1993-04-15,0.1027
1993-04-16,0.1042
1993-04-19,0.1075
1993-04-20,0.1091
1993-04-21,0.1094
1993-04-22,0.1143
1993-04-23,0.1170
1993-04-26,0.1204
1993-04-27,0.1218
1993-04-28,0.1224
1993-04-29,0.1225
1993-04-30,0.1246
1993-05-03,0.1200
1993-05-04,0.1184
1993-05-05,0.1191
1993-05-06,0.1197
1993-05-07,0.1195
1993-05-10,0.1194
1993-05-11,0.1222
1993-05-12,0.1227
1993-05-13,0.1246
1993-05-14,0.1293
1993-05-17,0.1278
1993-05-18,0.1213
1993-05-19,0.1183
1993-05-20,0.1190
1993-05-21,0.1219
1993-05-24,0.1150
1993-05-25,0.1162
1993-05-26,0.1094
1993-05-27,0.1061
1993-05-28,0.1049
1993-06-01,0.1048
1993-06-02,0.1049
1993-06-03,0.1022
1993-06-04,0.1083
1993-06-07,0.1077
1993-06-08,0.1099
1993-06-09,0.1084
1993-06-10,0.1092
1993-06-11,0.1090
1993-06-14,0.1062
1993-06-15,0.1069
1993-06-16,0.1039
1993-06-17,0.1040
1993-06-18,0.0987
1993-06-21,0.0974
1993-06-22,0.0978
1993-06-23,0.0986
1993-06-24,0.0994
1993-06-25,0.0996
1993-06-28,0.1027
1993-06-29,0.0972
1993-06-30,0.0998
1993-07-01,0.1008
1993-07-02,0.1064
1993-07-06,0.1046
1993-07-07,0.1039
1993-07-08,0.1037
1993-07-09,0.1002
1993-07-12,0.0948
1993-07-13,0.0948
1993-07-14,0.0959
1993-07-15,0.0934
1993-07-16,0.0955
1993-07-19,0.0971
1993-07-20,0.0964
1993-07-21,0.0949
1993-07-22,0.0936
1993-07-23,0.0942
1993-07-26,0.0883
1993-07-27,0.0881
1993-07-28,0.0899
1993-07-29,0.0902
1993-07-30,0.0899
1993-08-02,0.0913
1993-08-03,0.0969
1993-08-04,0.0980
1993-08-05,0.0998
1993-08-06,0.0987
1993-08-09,0.0949
1993-08-10,0.0974
1993-08-11,0.0961
1993-08-12,0.0926
1993-08-13,0.0918
1993-08-16,0.0905
1993-08-17,0.0919
1993-08-18,0.0913
1993-08-19,0.0923
1993-08-20,0.0887
1993-08-23,0.0908
1993-08-24,0.0905
1993-08-25,0.0895
1993-08-26,0.0910
1993-08-27,0.0900
1993-08-30,0.0911
1993-08-31,0.0900
1993-09-01,0.0899
1993-09-02,0.0897
1993-09-03,0.0898
1993-09-07,0.0922
1993-09-08,0.0901
1993-09-09,0.0897
1993-09-10,0.0926
1993-09-13,0.0940
1993-09-14,0.0931
1993-09-15,0.0962
1993-09-16,0.0960
1993-09-17,0.1004
1993-09-20,0.0974
1993-09-21,0.0955
1993-09-22,0.0968
1993-09-23,0.0969
1993-09-24,0.1001
1993-09-27,0.0991
1993-09-28,0.1008
1993-09-29,0.0984
1993-09-30,0.1010
1993-10-01,0.1033
1993-10-04,0.1039
1993-10-05,0.1033
1993-10-06,0.1042
1993-10-07,0.1002
1993-10-08,0.1040
1993-10-11,0.1027
1993-10-12,0.1042
1993-10-13,0.1041
1993-10-14,0.1028
1993-10-15,0.1030
1993-10-18,0.0999
1993-10-19,0.1007
1993-10-20,0.1001
1993-10-21,0.1009
1993-10-22,0.1016
1993-10-25,0.1042
1993-10-26,0.1029
1993-10-27,0.1038
1993-10-28,0.1029
1993-10-29,0.1035
1993-11-01,0.1019
1993-11-02,0.1017
1993-11-03,0.1025
1993-11-04,0.1052
1993-11-05,0.1058
1993-11-08,0.1039
1993-11-09,0.0975
1993-11-10,0.1011
1993-11-11,0.0993
1993-11-12,0.0972
1993-11-15,0.0983
1993-11-16,0.0993
1993-11-17,0.1000
1993-11-18,0.1027
1993-11-19,0.1006
1993-11-22,0.0998
1993-11-23,0.0995
1993-11-24,0.0996
1993-11-26,0.0996
1993-11-29,0.1017
1993-11-30,0.1016
1993-12-01,0.1050
1993-12-02,0.1041
1993-12-03,0.1054
1993-12-06,0.1036
1993-12-07,0.1060
1993-12-08,0.1047
1993-12-09,0.1049
1993-12-10,0.1049
1993-12-13,0.1056
1993-12-14,0.1061
1993-12-15,0.1046
1993-12-16,0.1051
1993-12-17,0.1050
1993-12-20,0.1040
1993-12-21,0.1014
1993-12-22,0.1041
1993-12-23,0.1049
1993-12-27,0.1052
1993-12-28,0.1050
1993-12-29,0.1049
1993-12-30,0.1052
1993-12-31,0.1052
1994-01-03,0.1050
1994-01-04,0.1047
1994-01-05,0.1048
1994-01-06,0.1055
1994-01-07,0.1034
